# Feature selection method: MIC
# The features were ranked according to their importance, the topper the more important the feature is
=======================
feature	MIC-value
SeqPos.8.VINM940104	0.011
SeqPos.5.KRIW790103	0.011
SeqPos.5.RICJ880105	0.011
SeqPos.7.ROBB760107	0.011
SeqPos.6.GEIM800108	0.011
SeqPos.5.ROSM880102	0.011
SeqPos.9.OOBM770101	0.011
SeqPos.7.KRIW790102	0.011
SeqPos.1.CIDH920101	0.011
SeqPos.4.CRAJ730102	0.011
SeqPos.5.GEIM800111	0.011
SeqPos.8.QIAN880101	0.011
SeqPos.4.MIYS990101	0.011
SeqPos.1.RADA880106	0.011
SeqPos.1.PRAM820103	0.011
SeqPos.9.CHOP780201	0.011
SeqPos.5.QIAN880128	0.011
SeqPos.8.ROSM880103	0.011
SeqPos.9.BHAR880101	0.011
SeqPos.1.HUTJ700103	0.011
SeqPos.5.BIOV880102	0.011
SeqPos.1.NAKH900102	0.011
SeqPos.4.GOLD730101	0.011
SeqPos.9.LIFS790103	0.011
SeqPos.9.ZIMJ680102	0.011
SeqPos.9.COHE430101	0.011
SeqPos.4.JANJ790101	0.011
SeqPos.1.FUKS010103	0.011
SeqPos.8.CHAM830101	0.011
SeqPos.9.GUYH850104	0.011
SeqPos.4.MAXF760101	0.011
SeqPos.4.CHAM830101	0.011
SeqPos.3.TANS770106	0.011
SeqPos.4.PALJ810102	0.011
SeqPos.7.LEVM780104	0.011
SeqPos.4.NAKH900106	0.010
SeqPos.1.NAKH900108	0.010
SeqPos.3.PALJ810102	0.010
SeqPos.4.RADA880103	0.010
SeqPos.1.TANS770109	0.010
SeqPos.4.KRIW790103	0.010
SeqPos.3.KIDA850101	0.010
SeqPos.8.RICJ880103	0.010
SeqPos.4.PALJ810105	0.010
SeqPos.8.PRAM820103	0.010
SeqPos.5.GEIM800108	0.010
SeqPos.9.CHAM820101	0.010
SeqPos.8.OOBM850104	0.010
SeqPos.5.AURR980112	0.010
SeqPos.4.QIAN880123	0.010
SeqPos.9.BASU050101	0.010
SeqPos.8.CEDJ970102	0.010
SeqPos.4.JUNJ780101	0.010
SeqPos.8.QIAN880111	0.010
SeqPos.4.PRAM820102	0.010
SeqPos.1.CORJ870103	0.010
SeqPos.8.MEEJ810102	0.010
SeqPos.3.PRAM820101	0.010
SeqPos.6.MIYS990104	0.010
SeqPos.8.ZHOH040101	0.010
SeqPos.7.GEIM800109	0.010
SeqPos.5.NAKH920102	0.010
SeqPos.1.RADA880108	0.010
SeqPos.1.GEOR030106	0.010
SeqPos.2.CHOP780214	0.010
SeqPos.9.CEDJ970105	0.010
SeqPos.2.NAKH900110	0.010
SeqPos.5.AURR980114	0.010
SeqPos.4.OOBM770101	0.010
SeqPos.3.CHOC760103	0.010
SeqPos.4.AURR980109	0.010
SeqPos.1.LEVM780105	0.010
SeqPos.9.JURD980101	0.010
SeqPos.8.BURA740102	0.010
SeqPos.2.WOEC730101	0.010
SeqPos.5.TSAJ990101	0.010
SeqPos.5.TSAJ990102	0.010
SeqPos.5.MIYS990102	0.010
SeqPos.8.PALJ810106	0.010
SeqPos.5.CHOC760101	0.010
SeqPos.5.OOBM850104	0.010
SeqPos.4.NAGK730102	0.010
SeqPos.4.RACS820112	0.010
SeqPos.1.NAKH900106	0.010
SeqPos.1.GUYH850102	0.010
SeqPos.5.NAKH920107	0.010
SeqPos.8.DAYM780201	0.010
SeqPos.5.PALJ810109	0.010
SeqPos.8.DIGM050101	0.010
SeqPos.4.NAKH920102	0.010
SeqPos.6.WARP780101	0.010
SeqPos.8.GEIM800109	0.010
SeqPos.8.GEIM800107	0.010
SeqPos.8.TANS770108	0.010
SeqPos.9.ISOY800103	0.010
SeqPos.1.TAKK010101	0.010
SeqPos.9.CHAM830102	0.010
SeqPos.1.CHAM820102	0.010
SeqPos.9.JUKT750101	0.010
SeqPos.2.LAWE840101	0.010
SeqPos.4.NAKH900101	0.010
SeqPos.2.JANJ780103	0.010
SeqPos.3.CHOP780207	0.010
SeqPos.3.QIAN880114	0.010
SeqPos.4.BAEK050101	0.010
SeqPos.4.GUYH850101	0.010
SeqPos.5.QIAN880124	0.010
SeqPos.1.TANS770105	0.010
SeqPos.1.CHOP780211	0.010
SeqPos.1.ROSM880102	0.010
SeqPos.9.NAKH900104	0.010
SeqPos.5.CORJ870107	0.010
SeqPos.5.CEDJ970101	0.010
SeqPos.8.OOBM850101	0.010
SeqPos.4.CASG920101	0.010
SeqPos.9.CHAM830101	0.010
SeqPos.4.KYTJ820101	0.010
SeqPos.7.VINM940104	0.010
SeqPos.3.GEIM800102	0.010
SeqPos.9.AURR980108	0.010
SeqPos.8.RICJ880104	0.010
SeqPos.9.RADA880103	0.010
SeqPos.9.ROSM880101	0.010
SeqPos.4.ROSG850102	0.010
SeqPos.4.TANS770107	0.010
SeqPos.4.GRAR740103	0.010
SeqPos.3.CORJ870101	0.010
SeqPos.5.NAGK730102	0.010
SeqPos.9.VASM830101	0.010
SeqPos.5.SNEP660103	0.010
SeqPos.5.GEOR030106	0.010
SeqPos.7.SNEP660102	0.010
SeqPos.5.HARY940101	0.010
SeqPos.4.CHAM820102	0.010
SeqPos.1.FASG760101	0.010
SeqPos.9.LEVM780105	0.010
SeqPos.5.TANS770105	0.010
SeqPos.1.PALJ810107	0.010
SeqPos.1.MITS020101	0.010
SeqPos.2.HOPT810101	0.010
SeqPos.3.PALJ810113	0.010
SeqPos.9.MUNV940103	0.010
SeqPos.6.GEIM800107	0.010
SeqPos.3.GEOR030107	0.010
SeqPos.4.PRAM820101	0.010
SeqPos.6.PALJ810102	0.010
SeqPos.9.FAUJ880103	0.010
SeqPos.9.EISD840101	0.010
SeqPos.8.VASM830103	0.010
SeqPos.9.FUKS010110	0.010
SeqPos.4.GUOD860101	0.010
SeqPos.8.CHAM810101	0.010
SeqPos.7.VASM830101	0.010
SeqPos.1.QIAN880113	0.010
SeqPos.4.ZHOH040103	0.010
SeqPos.9.CIDH920103	0.010
SeqPos.4.CHOP780207	0.010
SeqPos.9.PALJ810107	0.010
SeqPos.1.DAYM780201	0.010
SeqPos.1.PALJ810103	0.010
SeqPos.2.FUKS010103	0.010
SeqPos.4.GEOR030105	0.010
SeqPos.4.BASU050101	0.010
SeqPos.3.RACS820110	0.010
SeqPos.8.FUKS010111	0.010
SeqPos.9.DAYM780101	0.010
SeqPos.1.CORJ870104	0.010
SeqPos.5.TANS770109	0.010
SeqPos.6.BASU050101	0.010
SeqPos.8.KHAG800101	0.010
SeqPos.1.NAKH920104	0.010
SeqPos.5.PONP800106	0.010
SeqPos.4.PRAM820103	0.010
SeqPos.2.FASG760101	0.010
SeqPos.9.OOBM850101	0.010
SeqPos.6.NADH010102	0.010
SeqPos.5.NAKH900107	0.010
SeqPos.7.AURR980107	0.010
SeqPos.5.NAKH920105	0.010
SeqPos.3.FUKS010111	0.010
SeqPos.9.NAKH920105	0.010
SeqPos.3.KUMS000101	0.010
SeqPos.4.FASG760101	0.010
SeqPos.9.GEOR030108	0.010
SeqPos.1.MEIH800103	0.010
SeqPos.4.PUNT030101	0.010
SeqPos.1.AURR980119	0.010
SeqPos.9.LEVM760102	0.010
SeqPos.5.NAKH900110	0.010
SeqPos.9.QIAN880118	0.010
SeqPos.8.FUKS010108	0.010
SeqPos.8.NOZY710101	0.010
SeqPos.9.PALJ810102	0.010
SeqPos.1.CRAJ730101	0.010
SeqPos.5.BLAS910101	0.010
SeqPos.3.KANM800101	0.010
SeqPos.1.CHOP780206	0.010
SeqPos.8.QIAN880123	0.010
SeqPos.4.PONP800105	0.010
SeqPos.6.PALJ810106	0.010
SeqPos.7.NAGK730101	0.010
SeqPos.8.RADA880107	0.010
SeqPos.1.RICJ880107	0.010
SeqPos.8.PALJ810112	0.010
SeqPos.9.RADA880107	0.010
SeqPos.9.DESM900101	0.010
SeqPos.1.NAKH920103	0.010
SeqPos.9.BEGF750101	0.010
SeqPos.1.MEIH800102	0.010
SeqPos.5.GEIM800106	0.010
SeqPos.9.CHOP780214	0.010
SeqPos.4.LIFS790102	0.010
SeqPos.4.RADA880101	0.010
SeqPos.9.WOLS870101	0.010
SeqPos.5.AURR980117	0.010
SeqPos.8.CASG920101	0.010
SeqPos.6.PRAM820101	0.010
SeqPos.3.BHAR880101	0.010
SeqPos.3.QIAN880112	0.010
SeqPos.8.MIYS990101	0.010
SeqPos.4.PRAM900104	0.010
SeqPos.3.AURR980118	0.010
SeqPos.1.GUYH850104	0.010
SeqPos.5.BIOV880101	0.010
SeqPos.8.QIAN880117	0.010
SeqPos.2.BULH740102	0.010
SeqPos.6.KUMS000101	0.010
SeqPos.2.FAUJ880107	0.010
SeqPos.9.KUMS000104	0.010
SeqPos.4.CORJ870107	0.010
SeqPos.2.OOBM770102	0.010
SeqPos.4.GEOR030101	0.010
SeqPos.1.GEOR030108	0.010
SeqPos.2.NAKH900104	0.010
SeqPos.2.KUHL950101	0.010
SeqPos.3.ROBB760108	0.010
SeqPos.4.PONP800101	0.010
SeqPos.9.ARGP820103	0.010
SeqPos.5.VASM830101	0.010
SeqPos.1.CORJ870105	0.010
SeqPos.3.ROBB790101	0.010
SeqPos.3.VINM940104	0.010
SeqPos.4.GEIM800110	0.010
SeqPos.4.BASU050103	0.010
SeqPos.9.NADH010104	0.010
SeqPos.5.GEIM800109	0.010
SeqPos.9.QIAN880125	0.010
SeqPos.7.QIAN880127	0.010
SeqPos.9.FUKS010103	0.010
SeqPos.5.GOLD730101	0.010
SeqPos.9.CHOP780215	0.010
SeqPos.1.AURR980117	0.010
SeqPos.2.CRAJ730103	0.010
SeqPos.4.NADH010106	0.010
SeqPos.4.BIOV880101	0.010
SeqPos.7.NAKH920102	0.010
SeqPos.9.LEVM780106	0.010
SeqPos.9.LIFS790101	0.010
SeqPos.5.ARGP820103	0.010
SeqPos.1.PONP800102	0.010
SeqPos.3.NAKH900104	0.010
SeqPos.4.MCMT640101	0.010
SeqPos.1.ZHOH040102	0.010
SeqPos.9.JANJ790102	0.010
SeqPos.5.QIAN880102	0.010
SeqPos.9.LEWP710101	0.010
SeqPos.1.KUMS000104	0.010
SeqPos.1.NADH010105	0.010
SeqPos.4.PUNT030102	0.010
SeqPos.2.CHOC750101	0.010
SeqPos.1.QIAN880119	0.010
SeqPos.5.VHEG790101	0.010
SeqPos.5.FASG760103	0.010
SeqPos.8.VINM940101	0.010
SeqPos.8.ZHOH040102	0.010
SeqPos.3.MIYS990101	0.010
SeqPos.1.ZIMJ680104	0.010
SeqPos.6.VINM940101	0.010
SeqPos.1.FAUJ880101	0.010
SeqPos.5.FAUJ880104	0.010
SeqPos.4.RICJ880112	0.010
SeqPos.1.NAGK730102	0.010
SeqPos.9.KUMS000103	0.010
SeqPos.2.KOEP990102	0.010
SeqPos.6.ROBB760101	0.010
SeqPos.4.KUMS000102	0.010
SeqPos.9.TANS770101	0.010
SeqPos.8.JOND920102	0.010
SeqPos.3.RICJ880111	0.010
SeqPos.5.PONP800104	0.010
SeqPos.2.OOBM850101	0.010
SeqPos.6.MAXF760101	0.010
SeqPos.3.ARGP820101	0.010
SeqPos.3.JOND750101	0.010
SeqPos.9.RADA880104	0.010
SeqPos.1.ISOY800102	0.010
SeqPos.5.CHOP780204	0.010
SeqPos.5.QIAN880123	0.010
SeqPos.3.PALJ810114	0.010
SeqPos.9.KANM800101	0.010
SeqPos.4.ROSM880103	0.010
SeqPos.9.RICJ880111	0.010
SeqPos.4.PONP800104	0.010
SeqPos.2.CHOC760102	0.010
SeqPos.5.JURD980101	0.010
SeqPos.9.ISOY800104	0.010
SeqPos.5.AURR980109	0.010
SeqPos.7.BIOV880102	0.010
SeqPos.3.MIYS990104	0.010
SeqPos.9.QIAN880126	0.010
SeqPos.9.QIAN880101	0.010
SeqPos.7.GEIM800104	0.010
SeqPos.1.CHOC750101	0.010
SeqPos.8.PRAM820102	0.010
SeqPos.3.SNEP660104	0.010
SeqPos.2.PONP930101	0.010
SeqPos.8.CORJ870108	0.010
SeqPos.4.GEOR030104	0.010
SeqPos.1.PONP800104	0.010
SeqPos.4.FASG760105	0.010
SeqPos.7.MAXF760102	0.010
SeqPos.3.CIDH920101	0.010
SeqPos.3.AURR980105	0.010
SeqPos.2.FUKS010110	0.010
SeqPos.6.MEEJ800102	0.010
SeqPos.9.PALJ810105	0.010
SeqPos.9.FUKS010102	0.010
SeqPos.4.BULH740102	0.010
SeqPos.3.NISK860101	0.010
SeqPos.4.ARGP820102	0.010
SeqPos.9.RADA880101	0.010
SeqPos.1.QIAN880128	0.010
SeqPos.1.CHAM830106	0.010
SeqPos.6.PALJ810107	0.010
SeqPos.4.FUKS010112	0.010
SeqPos.3.QIAN880124	0.010
SeqPos.9.GOLD730101	0.010
SeqPos.9.KANM800103	0.010
SeqPos.7.FAUJ830101	0.010
SeqPos.8.QIAN880116	0.010
SeqPos.8.CHOP780101	0.010
SeqPos.4.HUTJ700103	0.010
SeqPos.4.FAUJ880107	0.010
SeqPos.9.OOBM770103	0.010
SeqPos.5.NADH010107	0.010
SeqPos.5.AURR980104	0.010
SeqPos.6.RADA880101	0.010
SeqPos.9.PALJ810115	0.010
SeqPos.9.VINM940103	0.010
SeqPos.4.PALJ810114	0.010
SeqPos.9.QIAN880139	0.010
SeqPos.9.SIMZ760101	0.010
SeqPos.5.BUNA790102	0.010
SeqPos.8.WILM950102	0.010
SeqPos.2.FASG760104	0.009
SeqPos.3.CHOP780205	0.009
SeqPos.2.PUNT030101	0.009
SeqPos.9.OOBM770102	0.009
SeqPos.1.NADH010101	0.009
SeqPos.8.BUNA790102	0.009
SeqPos.9.CORJ870107	0.009
SeqPos.1.RACS820108	0.009
SeqPos.9.LEVM760107	0.009
SeqPos.1.CHOP780214	0.009
SeqPos.2.VHEG790101	0.009
SeqPos.1.RICJ880112	0.009
SeqPos.2.NAKH900106	0.009
SeqPos.9.CRAJ730103	0.009
SeqPos.6.LEVM780102	0.009
SeqPos.6.PRAM900103	0.009
SeqPos.1.OOBM850104	0.009
SeqPos.4.RADA880105	0.009
SeqPos.9.PTIO830102	0.009
SeqPos.4.LEVM760105	0.009
SeqPos.1.QIAN880111	0.009
SeqPos.1.ROBB760105	0.009
SeqPos.1.RICJ880108	0.009
SeqPos.1.QIAN880118	0.009
SeqPos.4.PALJ810107	0.009
SeqPos.6.BASU050103	0.009
SeqPos.9.ROBB760107	0.009
SeqPos.1.QIAN880105	0.009
SeqPos.9.GEIM800105	0.009
SeqPos.8.CHOP780212	0.009
SeqPos.3.MAXF760102	0.009
SeqPos.1.CIDH920103	0.009
SeqPos.4.LEVM780106	0.009
SeqPos.6.MAXF760102	0.009
SeqPos.7.WERD780104	0.009
SeqPos.6.LEVM780105	0.009
SeqPos.7.GEIM800102	0.009
SeqPos.1.RICJ880110	0.009
SeqPos.8.FASG760103	0.009
SeqPos.3.NAKH900109	0.009
SeqPos.8.GRAR740103	0.009
SeqPos.4.BIGC670101	0.009
SeqPos.6.QIAN880127	0.009
SeqPos.8.FASG760104	0.009
SeqPos.4.TANS770102	0.009
SeqPos.1.RADA880101	0.009
SeqPos.3.MAXF760103	0.009
SeqPos.3.AURR980120	0.009
SeqPos.3.TANS770101	0.009
SeqPos.5.RICJ880117	0.009
SeqPos.1.CHOP780207	0.009
SeqPos.3.VASM830102	0.009
SeqPos.2.EISD860101	0.009
SeqPos.7.RACS820105	0.009
SeqPos.3.BIOV880101	0.009
SeqPos.8.NAKH920102	0.009
SeqPos.8.BEGF750103	0.009
SeqPos.6.ROBB760108	0.009
SeqPos.1.GEIM800103	0.009
SeqPos.1.PONP800108	0.009
SeqPos.8.NISK800101	0.009
SeqPos.7.AURR980111	0.009
SeqPos.2.CORJ870104	0.009
SeqPos.9.RACS820101	0.009
SeqPos.4.CHOC760104	0.009
SeqPos.5.KANM800102	0.009
SeqPos.6.VINM940104	0.009
SeqPos.4.FAUJ880106	0.009
SeqPos.9.NAKH900108	0.009
SeqPos.5.FASG890101	0.009
SeqPos.4.MUNV940102	0.009
SeqPos.8.HOPA770101	0.009
SeqPos.3.BURA740102	0.009
SeqPos.3.PALJ810104	0.009
SeqPos.9.KANM800104	0.009
SeqPos.7.AURR980106	0.009
SeqPos.1.MIYS990102	0.009
SeqPos.1.BUNA790102	0.009
SeqPos.6.PRAM820102	0.009
SeqPos.1.PALJ810115	0.009
SeqPos.5.QIAN880127	0.009
SeqPos.5.CHOC760103	0.009
SeqPos.5.FAUJ830101	0.009
SeqPos.4.SUEM840102	0.009
SeqPos.4.NAKH900102	0.009
SeqPos.3.AURR980112	0.009
SeqPos.1.WOEC730101	0.009
SeqPos.3.WERD780104	0.009
SeqPos.9.PRAM900101	0.009
SeqPos.9.ENGD860101	0.009
SeqPos.4.NISK860101	0.009
SeqPos.8.NAKH900109	0.009
SeqPos.9.VINM940102	0.009
SeqPos.1.BIOV880101	0.009
SeqPos.9.RACS820102	0.009
SeqPos.1.DIGM050101	0.009
SeqPos.4.LEVM780103	0.009
SeqPos.1.QIAN880130	0.009
SeqPos.8.OOBM850105	0.009
SeqPos.5.RACS820110	0.009
SeqPos.7.PALJ810108	0.009
SeqPos.5.RADA880108	0.009
SeqPos.9.NAKH900101	0.009
SeqPos.1.CASG920101	0.009
SeqPos.4.AURR980113	0.009
SeqPos.9.NAKH900102	0.009
SeqPos.9.FASG760102	0.009
SeqPos.4.PALJ810108	0.009
SeqPos.9.QIAN880136	0.009
SeqPos.2.QIAN880129	0.009
SeqPos.4.GEOR030108	0.009
SeqPos.8.PLIV810101	0.009
SeqPos.8.CEDJ970104	0.009
SeqPos.4.EISD860102	0.009
SeqPos.9.JANJ780103	0.009
SeqPos.4.CIDH920102	0.009
SeqPos.5.CIDH920103	0.009
SeqPos.7.EISD860101	0.009
SeqPos.3.QIAN880130	0.009
SeqPos.5.CHOP780214	0.009
SeqPos.2.JANJ780101	0.009
SeqPos.9.ZHOH040101	0.009
SeqPos.6.NADH010107	0.009
SeqPos.5.MEIH800101	0.009
SeqPos.5.BROC820102	0.009
SeqPos.6.LEWP710101	0.009
SeqPos.7.KANM800101	0.009
SeqPos.9.NAKH920101	0.009
SeqPos.1.KANM800103	0.009
SeqPos.4.QIAN880116	0.009
SeqPos.5.COWR900101	0.009
SeqPos.1.QIAN880114	0.009
SeqPos.8.RICJ880105	0.009
SeqPos.4.NAKH900110	0.009
SeqPos.6.ROBB760113	0.009
SeqPos.4.PRAM900101	0.009
SeqPos.4.ENGD860101	0.009
SeqPos.5.CHAM830102	0.009
SeqPos.5.QIAN880121	0.009
SeqPos.5.PALJ810111	0.009
SeqPos.8.CIDH920103	0.009
SeqPos.1.RADA880103	0.009
SeqPos.2.SNEP660102	0.009
SeqPos.1.JUKT750101	0.009
SeqPos.4.BURA740102	0.009
SeqPos.3.ISOY800106	0.009
SeqPos.4.KIDA850101	0.009
SeqPos.2.DESM900101	0.009
SeqPos.6.CHAM820101	0.009
SeqPos.7.CHOP780202	0.009
SeqPos.9.FASG760105	0.009
SeqPos.3.MIYS850101	0.009
SeqPos.4.QIAN880108	0.009
SeqPos.9.JUNJ780101	0.009
SeqPos.4.OOBM850104	0.009
SeqPos.6.TANS770105	0.009
SeqPos.4.GUYH850105	0.009
SeqPos.8.MUNV940105	0.009
SeqPos.2.RADA880102	0.009
SeqPos.8.ISOY800107	0.009
SeqPos.1.PALJ810101	0.009
SeqPos.8.LEVM760102	0.009
SeqPos.8.GOLD730101	0.009
SeqPos.9.PLIV810101	0.009
SeqPos.7.FAUJ880104	0.009
SeqPos.4.FASG760104	0.009
SeqPos.8.QIAN880120	0.009
SeqPos.9.PALJ810112	0.009
SeqPos.5.QIAN880107	0.009
SeqPos.2.NAGK730102	0.009
SeqPos.6.BASU050102	0.009
SeqPos.4.PONP800107	0.009
SeqPos.9.DIGM050101	0.009
SeqPos.5.FUKS010108	0.009
SeqPos.8.RADA880101	0.009
SeqPos.1.LIFS790103	0.009
SeqPos.4.CHOP780208	0.009
SeqPos.2.JOND920101	0.009
SeqPos.5.TANS770101	0.009
SeqPos.9.RADA880105	0.009
SeqPos.3.GEIM800108	0.009
SeqPos.5.PALJ810114	0.009
SeqPos.6.JOND750102	0.009
SeqPos.5.VINM940102	0.009
SeqPos.2.FASG760105	0.009
SeqPos.1.CRAJ730103	0.009
SeqPos.6.DAYM780101	0.009
SeqPos.9.NOZY710101	0.009
SeqPos.5.ZHOH040101	0.009
SeqPos.7.AURR980101	0.009
SeqPos.2.ZHOH040101	0.009
SeqPos.8.RACS820113	0.009
SeqPos.9.GUYH850105	0.009
SeqPos.5.GEOR030108	0.009
SeqPos.2.MUNV940103	0.009
SeqPos.4.DAYM780101	0.009
SeqPos.5.FUKS010105	0.009
SeqPos.4.AURR980105	0.009
SeqPos.5.WIMW960101	0.009
SeqPos.5.PALJ810101	0.009
SeqPos.5.PALJ810103	0.009
SeqPos.8.PONP800108	0.009
SeqPos.3.FUKS010107	0.009
SeqPos.6.GUYH850101	0.009
SeqPos.9.NAGK730102	0.009
SeqPos.7.RICJ880112	0.009
SeqPos.5.NOZY710101	0.009
SeqPos.7.PONP800108	0.009
SeqPos.8.NAKH900111	0.009
SeqPos.9.PALJ810113	0.009
SeqPos.2.RADA880105	0.009
SeqPos.8.RACS820101	0.009
SeqPos.9.KOEP990102	0.009
SeqPos.7.WIMW960101	0.009
SeqPos.7.QIAN880122	0.009
SeqPos.8.PALJ810108	0.009
SeqPos.4.FUKS010111	0.009
SeqPos.5.CHOP780215	0.009
SeqPos.9.MUNV940102	0.009
SeqPos.4.SWER830101	0.009
SeqPos.4.CORJ870102	0.009
SeqPos.4.RADA880108	0.009
SeqPos.8.TANS770105	0.009
SeqPos.9.FAUJ880101	0.009
SeqPos.4.ISOY800102	0.009
SeqPos.6.QIAN880128	0.009
SeqPos.5.RICJ880107	0.009
SeqPos.9.CEDJ970102	0.009
SeqPos.4.OOBM850105	0.009
SeqPos.5.PALJ810107	0.009
SeqPos.1.ROBB760106	0.009
SeqPos.9.ANDN920101	0.009
SeqPos.7.MEEJ800101	0.009
SeqPos.5.RICJ880111	0.009
SeqPos.5.RICJ880113	0.009
SeqPos.4.RACS820111	0.009
SeqPos.5.RACS820109	0.009
SeqPos.6.ROBB790101	0.009
SeqPos.1.OOBM770104	0.009
SeqPos.3.CHOP780212	0.009
SeqPos.4.AURR980107	0.009
SeqPos.4.KRIW710101	0.009
SeqPos.8.QIAN880112	0.009
SeqPos.1.CHOP780202	0.009
SeqPos.6.VASM830101	0.009
SeqPos.9.NAKH920104	0.009
SeqPos.3.PONP800106	0.009
SeqPos.3.CIDH920102	0.009
SeqPos.8.PONP800105	0.009
SeqPos.2.JOND920102	0.009
SeqPos.5.RICJ880114	0.009
SeqPos.3.ROBB760109	0.009
SeqPos.1.WILM950101	0.009
SeqPos.8.VINM940103	0.009
SeqPos.9.RICJ880115	0.009
SeqPos.4.CHOP780210	0.009
SeqPos.2.TANS770106	0.009
SeqPos.4.CHOC760102	0.009
SeqPos.9.WILM950102	0.009
SeqPos.9.OLSK800101	0.009
SeqPos.4.ROBB760108	0.009
SeqPos.8.NAKH920107	0.009
SeqPos.3.NAGK730102	0.009
SeqPos.5.BURA740102	0.009
SeqPos.1.AURR980103	0.009
SeqPos.5.CORJ870103	0.009
SeqPos.4.FAUJ880108	0.009
SeqPos.3.FUKS010103	0.009
SeqPos.5.NAKH920108	0.009
SeqPos.4.QIAN880107	0.009
SeqPos.6.JANJ780103	0.009
SeqPos.6.ROBB760105	0.009
SeqPos.2.ROSM880102	0.009
SeqPos.5.NAKH900104	0.009
SeqPos.3.KARP850103	0.009
SeqPos.4.GOLD730102	0.009
SeqPos.4.KUMS000104	0.009
SeqPos.9.LEVM780102	0.009
SeqPos.9.PRAM900103	0.009
SeqPos.2.MEIH800103	0.009
SeqPos.6.AURR980112	0.009
SeqPos.3.ARGP820102	0.009
SeqPos.4.TANS770103	0.009
SeqPos.1.QIAN880133	0.009
SeqPos.3.RADA880105	0.009
SeqPos.1.GRAR740103	0.009
SeqPos.5.GEIM800103	0.009
SeqPos.9.YUTK870101	0.009
SeqPos.4.WERD780104	0.009
SeqPos.4.KRIW790102	0.009
SeqPos.9.FUKS010105	0.009
SeqPos.9.QIAN880137	0.009
SeqPos.8.SUYM030101	0.009
SeqPos.3.KANM800103	0.009
SeqPos.1.JANJ780103	0.009
SeqPos.4.CIDH920104	0.009
SeqPos.7.LEVM780101	0.009
SeqPos.7.PRAM900102	0.009
SeqPos.9.FUKS010107	0.009
SeqPos.5.SUYM030101	0.009
SeqPos.5.MUNV940103	0.009
SeqPos.1.VELV850101	0.009
SeqPos.1.COSI940101	0.009
SeqPos.5.SWER830101	0.009
SeqPos.5.CORJ870102	0.009
SeqPos.4.SUYM030101	0.009
SeqPos.8.BLAS910101	0.009
SeqPos.1.QIAN880127	0.009
SeqPos.8.GRAR740102	0.009
SeqPos.8.RACS820103	0.009
SeqPos.5.CHAM810101	0.009
SeqPos.1.JOND920102	0.009
SeqPos.1.NISK800101	0.009
SeqPos.9.MAXF760102	0.009
SeqPos.9.GEIM800107	0.009
SeqPos.7.QIAN880103	0.009
SeqPos.4.ROSM880102	0.009
SeqPos.9.RADA880106	0.009
SeqPos.6.BURA740102	0.009
SeqPos.4.QIAN880121	0.009
SeqPos.5.VASM830102	0.009
SeqPos.3.LAWE840101	0.009
SeqPos.5.CHOP780216	0.009
SeqPos.9.MAXF760106	0.009
SeqPos.9.KARP850101	0.009
SeqPos.4.RADA880102	0.009
SeqPos.9.HOPT810101	0.009
SeqPos.6.SIMZ760101	0.009
SeqPos.6.AURR980111	0.009
SeqPos.2.KIDA850101	0.009
SeqPos.4.CEDJ970103	0.009
SeqPos.5.QIAN880103	0.009
SeqPos.5.CHOP780208	0.009
SeqPos.3.ISOY800102	0.009
SeqPos.3.GUYH850105	0.009
SeqPos.9.TANS770102	0.009
SeqPos.5.SUEM840102	0.009
SeqPos.8.NADH010101	0.009
SeqPos.6.GEOR030101	0.009
SeqPos.4.FUKS010101	0.009
SeqPos.2.PALJ810103	0.009
SeqPos.9.QIAN880114	0.009
SeqPos.1.OOBM850101	0.009
SeqPos.4.OOBM770105	0.009
SeqPos.5.GEIM800110	0.009
SeqPos.9.FAUJ880110	0.009
SeqPos.1.RACS820105	0.009
SeqPos.3.CORJ870107	0.009
SeqPos.8.ARGP820103	0.009
SeqPos.8.PARS000101	0.009
SeqPos.9.OOBM850104	0.009
SeqPos.5.MCMT640101	0.009
SeqPos.6.ROSG850102	0.009
SeqPos.9.LEVM760101	0.009
SeqPos.3.MEIH800101	0.009
SeqPos.7.CORJ870103	0.009
SeqPos.4.KOEP990101	0.009
SeqPos.4.FINA910103	0.009
SeqPos.2.SNEP660103	0.009
SeqPos.9.ZIMJ680101	0.009
SeqPos.6.CHOP780207	0.009
SeqPos.7.MEEJ800102	0.009
SeqPos.8.JOND920101	0.009
SeqPos.1.KRIW790103	0.009
SeqPos.3.NADH010104	0.009
SeqPos.1.GUYH850105	0.009
SeqPos.5.JANJ780101	0.009
SeqPos.1.NAKH920101	0.009
SeqPos.9.OOBM770105	0.009
SeqPos.5.WERD780104	0.009
SeqPos.5.CHOP780202	0.009
SeqPos.1.OOBM850105	0.009
SeqPos.4.TANS770105	0.009
SeqPos.4.MITS020101	0.009
SeqPos.9.AURR980104	0.009
SeqPos.1.GEOR030103	0.009
SeqPos.1.VASM830101	0.009
SeqPos.5.FASG760105	0.009
SeqPos.5.SNEP660102	0.009
SeqPos.5.ROBB760108	0.009
SeqPos.4.CHOC760103	0.009
SeqPos.9.AURR980116	0.009
SeqPos.3.SNEP660102	0.009
SeqPos.8.MIYS990104	0.009
SeqPos.1.GRAR740102	0.009
SeqPos.1.NADH010103	0.009
SeqPos.9.ISOY800101	0.009
SeqPos.5.CIDH920102	0.009
